"Station Name","EUREKA A"
"Province","NUNAVUT"
"Latitude","79.99"
"Longitude","-85.81"
"Elevation","82.90"
"Climate Identifier","2401203"
"WMO Identifier","71917"
"TC Identifier","WEU"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2016-01-21","2016","01","21","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-22","2016","01","22","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-23","2016","01","23","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-24","2016","01","24","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-25","2016","01","25","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-26","2016","01","26","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-27","2016","01","27","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-28","2016","01","28","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-29","2016","01","29","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-30","2016","01","30","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-31","2016","01","31","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-01","2016","02","01","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-02","2016","02","02","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-03","2016","02","03","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-04","2016","02","04","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-05","2016","02","05","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-06","2016","02","06","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-07","2016","02","07","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-08","2016","02","08","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-09","2016","02","09","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-10","2016","02","10","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-11","2016","02","11","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-12","2016","02","12","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-13","2016","02","13","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-14","2016","02","14","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-15","2016","02","15","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-16","2016","02","16","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-17","2016","02","17","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-18","2016","02","18","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-19","2016","02","19","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-20","2016","02","20","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-21","2016","02","21","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-22","2016","02","22","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-23","2016","02","23","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-24","2016","02","24","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-25","2016","02","25","","-24.2","","-31.9","","-28.1","","46.1","","0.0","","0.0","","0.0","","0.0","","12","","","","<31",""
"2016-02-26","2016","02","26","","-28.3","","-33.2","","-30.8","","48.8","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2016-02-27","2016","02","27","","-19.9","","-32.8","","-26.4","","44.4","","0.0","","0.0","","0.0","T","0.0","T","12","","27","","48",""
"2016-02-28","2016","02","28","","-17.4","","-23.9","","-20.7","","38.7","","0.0","","0.0","","0.0","T","0.0","T","12","","35","","44",""
"2016-02-29","2016","02","29","","-21.5","","-32.6","","-27.1","","45.1","","0.0","","0.0","","0.2","","0.2","","12","","","","<31",""
"2016-03-01","2016","03","01","","-22.7","","-29.6","","-26.2","","44.2","","0.0","","0.0","T","0.0","","0.0","T","12","","27","","56",""
"2016-03-02","2016","03","02","","-23.1","","-28.8","","-26.0","","44.0","","0.0","","0.0","","0.8","","0.4","","12","","34","","70",""
"2016-03-03","2016","03","03","","-15.6","","-31.5","","-23.6","","41.6","","0.0","","0.0","","0.0","","0.0","","12","","4","","98",""
"2016-03-04","2016","03","04","","-28.3","","-36.9","","-32.6","","50.6","","0.0","","0.0","","0.0","","0.0","","13","","","","<31",""
"2016-03-05","2016","03","05","","-30.9","","-37.7","","-34.3","","52.3","","0.0","","0.0","","0.0","T","0.0","T","13","","","","<31",""
"2016-03-06","2016","03","06","","-29.9","","-34.7","","-32.3","","50.3","","0.0","","0.0","","0.0","T","0.0","T","13","","","","<31",""
"2016-03-07","2016","03","07","","-26.3","","-32.8","","-29.6","","47.6","","0.0","","0.0","","1.0","","1.0","","13","","","","<31",""
"2016-03-08","2016","03","08","","-23.1","","-27.0","","-25.1","","43.1","","0.0","","0.0","","1.8","","1.2","","14","","","","<31",""
"2016-03-09","2016","03","09","","-24.5","","-33.9","","-29.2","","47.2","","0.0","","0.0","","1.0","","0.6","","15","","","","<31",""
"2016-03-10","2016","03","10","","-31.0","","-40.8","","-35.9","","53.9","","0.0","","0.0","","0.0","T","0.0","T","15","","27","","33",""
"2016-03-11","2016","03","11","","-32.2","","-38.7","","-35.5","","53.5","","0.0","","0.0","","0.8","","0.4","","15","","","","<31",""
"2016-03-12","2016","03","12","","-31.3","","-33.8","","-32.6","","50.6","","0.0","","0.0","","2.0","","1.0","","17","","14","","52",""
"2016-03-13","2016","03","13","","-27.0","","-31.4","","-29.2","","47.2","","0.0","","0.0","","0.0","T","0.0","T","15","","15","","57",""
"2016-03-14","2016","03","14","","-23.9","","-33.9","","-28.9","","46.9","","0.0","","0.0","","0.6","","0.4","","15","","14","","35",""
"2016-03-15","2016","03","15","","-24.0","","-31.9","","-28.0","","46.0","","0.0","","0.0","","0.0","T","0.0","T","16","","15","","48",""
"2016-03-16","2016","03","16","","-30.6","","-37.3","","-34.0","","52.0","","0.0","","0.0","","0.0","","0.0","","16","","","","<31",""
"2016-03-17","2016","03","17","","-30.5","","-37.0","","-33.8","","51.8","","0.0","","0.0","","0.4","","0.2","","16","","","","<31",""
"2016-03-18","2016","03","18","","-26.5","","-33.5","","-30.0","","48.0","","0.0","","0.0","","0.0","T","0.0","T","16","","36","","52",""
"2016-03-19","2016","03","19","","-18.6","","-31.3","","-25.0","","43.0","","0.0","","0.0","","0.0","","0.0","","16","","34","","70",""
"2016-03-20","2016","03","20","","-24.5","","-33.5","","-29.0","","47.0","","0.0","","0.0","","0.0","","0.0","","16","","36","","61",""
"2016-03-21","2016","03","21","","-31.5","","-36.1","","-33.8","","51.8","","0.0","","0.0","","0.0","T","0.0","T","16","","","","<31",""
"2016-03-22","2016","03","22","","-32.5","","-36.2","","-34.4","","52.4","","0.0","","0.0","","0.0","T","0.0","T","16","","","","<31",""
"2016-03-23","2016","03","23","","-34.1","","-37.1","","-35.6","","53.6","","0.0","","0.0","","0.0","T","0.0","T","16","","","","<31",""
"2016-03-24","2016","03","24","","-34.7","","-39.0","","-36.9","","54.9","","0.0","","0.0","","0.0","","0.0","","16","","","","<31",""
"2016-03-25","2016","03","25","","-34.0","","-39.1","","-36.6","","54.6","","0.0","","0.0","","0.0","T","0.0","T","16","","","","<31",""
"2016-03-26","2016","03","26","","-33.3","","-38.1","","-35.7","","53.7","","0.0","","0.0","","0.0","","0.0","","16","","","","<31",""
"2016-03-27","2016","03","27","","-34.5","","-38.1","","-36.3","","54.3","","0.0","","0.0","","0.0","T","0.0","T","16","","","","<31",""
"2016-03-28","2016","03","28","","-34.3","","-37.8","","-36.1","","54.1","","0.0","","0.0","","0.0","","0.0","","16","","","","<31",""
"2016-03-29","2016","03","29","","-34.6","","-38.8","","-36.7","","54.7","","0.0","","0.0","","0.0","T","0.0","T","16","","","","<31",""
"2016-03-30","2016","03","30","","-33.7","","-38.9","","-36.3","","54.3","","0.0","","0.0","","0.0","T","0.0","T","16","","","","<31",""
"2016-03-31","2016","03","31","","-34.6","","-39.4","","-37.0","","55.0","","0.0","","0.0","","0.0","T","0.0","T","16","","","","<31",""
"2016-04-01","2016","04","01","","-32.5","","-36.7","","-34.6","","52.6","","0.0","","0.0","","0.6","","0.4","","15","","","","<31",""
"2016-04-02","2016","04","02","","-33.1","","-38.2","","-35.7","","53.7","","0.0","","0.0","","0.0","T","0.0","T","15","","","","<31",""
"2016-04-03","2016","04","03","","-32.4","","-38.9","","-35.7","","53.7","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"2016-04-04","2016","04","04","","-30.5","","-39.1","","-34.8","","52.8","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"2016-04-05","2016","04","05","","-29.2","","-38.7","","-34.0","","52.0","","0.0","","0.0","","0.0","T","0.0","T","14","","","","<31",""
"2016-04-06","2016","04","06","","-29.8","","-36.3","","-33.1","","51.1","","0.0","","0.0","T","0.0","","0.0","T","14","","","","<31",""
"2016-04-07","2016","04","07","","-29.8","","-36.6","","-33.2","","51.2","","0.0","","0.0","","0.0","T","0.0","T","14","","","","<31",""
"2016-04-08","2016","04","08","","-30.9","","-35.3","","-33.1","","51.1","","0.0","","0.0","","0.0","T","0.0","T","14","","","","<31",""
"2016-04-09","2016","04","09","","-25.8","","-35.3","","-30.6","","48.6","","0.0","","0.0","","0.0","T","0.0","T","14","","","","<31",""
"2016-04-10","2016","04","10","","-23.7","","-31.8","","-27.8","","45.8","","0.0","","0.0","","0.0","T","0.0","T","14","","","","<31",""
"2016-04-11","2016","04","11","","-16.7","","-30.2","","-23.5","","41.5","","0.0","","0.0","","0.0","","0.0","","14","","1","","46",""
"2016-04-12","2016","04","12","","-14.3","","-20.5","","-17.4","","35.4","","0.0","","0.0","","0.4","","0.4","","14","","28","","52",""
"2016-04-13","2016","04","13","","-20.0","","-26.1","","-23.1","","41.1","","0.0","","0.0","","0.8","","0.4","","14","","","","<31",""
"2016-04-14","2016","04","14","","-23.4","","-27.7","","-25.6","","43.6","","0.0","","0.0","","0.0","T","0.0","T","14","","","","<31",""
"2016-04-15","2016","04","15","","-22.7","","-28.3","","-25.5","","43.5","","0.0","","0.0","","0.0","T","0.0","T","13","","","","<31",""
"2016-04-16","2016","04","16","","-22.1","","-26.1","","-24.1","","42.1","","0.0","","0.0","","0.6","","0.4","","13","","","","<31",""
"2016-04-17","2016","04","17","","-24.9","","-29.2","","-27.1","","45.1","","0.0","","0.0","","0.2","","0.2","","14","","","","<31",""
"2016-04-18","2016","04","18","","-25.7","","-30.3","","-28.0","","46.0","","0.0","","0.0","","0.0","T","0.0","T","14","","","","<31",""
"2016-04-19","2016","04","19","","-20.0","","-31.6","","-25.8","","43.8","","0.0","","0.0","","0.0","T","0.0","T","14","","","","<31",""
"2016-04-20","2016","04","20","","-22.0","","-28.2","","-25.1","","43.1","","0.0","","0.0","","0.0","T","0.0","T","14","","","","<31",""
"2016-04-21","2016","04","21","","-23.5","","-29.1","","-26.3","","44.3","","0.0","","0.0","","0.0","T","0.0","T","13","","","","<31",""
"2016-04-22","2016","04","22","","-21.5","","-28.9","","-25.2","","43.2","","0.0","","0.0","","0.0","T","0.0","T","13","","","","<31",""
"2016-04-23","2016","04","23","","-20.0","","-28.2","","-24.1","","42.1","","0.0","","0.0","","0.0","T","0.0","T","13","","","","<31",""
"2016-04-24","2016","04","24","","-22.6","","-27.9","","-25.3","","43.3","","0.0","","0.0","","0.0","","0.0","","13","","","","<31",""
"2016-04-25","2016","04","25","","-20.0","","-28.6","","-24.3","","42.3","","0.0","","0.0","","0.0","T","0.0","T","13","","","","<31",""
"2016-04-26","2016","04","26","","-16.5","","-23.4","","-20.0","","38.0","","0.0","","0.0","","1.0","","0.6","","13","","14","","32",""
"2016-04-27","2016","04","27","","-18.7","","-24.7","","-21.7","","39.7","","0.0","","0.0","","0.0","T","0.0","T","13","","","","<31",""
"2016-04-28","2016","04","28","","-19.9","","-25.6","","-22.8","","40.8","","0.0","","0.0","","0.0","T","0.0","T","13","","","","<31",""
"2016-04-29","2016","04","29","","-16.5","","-25.6","","-21.1","","39.1","","0.0","","0.0","","0.0","T","0.0","T","13","","26","","32",""
"2016-04-30","2016","04","30","","-15.0","","-20.1","","-17.6","","35.6","","0.0","","0.0","","2.0","","1.4","","14","","27","","33",""
"2016-05-01","2016","05","01","","-10.6","","-19.1","","-14.9","","32.9","","0.0","","0.0","","0.0","","0.0","","15","","27","","37",""
"2016-05-02","2016","05","02","","-11.5","","-19.3","","-15.4","","33.4","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"2016-05-03","2016","05","03","","-14.0","","-20.0","","-17.0","","35.0","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"2016-05-04","2016","05","04","","-14.1","","-21.3","","-17.7","","35.7","","0.0","","0.0","","0.0","","0.0","","13","","","","<31",""
"2016-05-05","2016","05","05","","-12.9","","-19.0","","-16.0","","34.0","","0.0","","0.0","","0.0","","0.0","","13","","","","<31",""
"2016-05-06","2016","05","06","","-11.9","","-19.7","","-15.8","","33.8","","0.0","","0.0","","0.0","","0.0","","13","","","","<31",""
"2016-05-07","2016","05","07","","-13.2","","-18.6","","-15.9","","33.9","","0.0","","0.0","","0.0","","0.0","","13","","","","<31",""
"2016-05-08","2016","05","08","","-9.0","","-17.2","","-13.1","","31.1","","0.0","","0.0","","0.0","T","0.0","T","13","","","","<31",""
"2016-05-09","2016","05","09","","-7.3","","-12.0","","-9.7","","27.7","","0.0","","0.0","","0.0","T","0.0","T","13","","","","<31",""
"2016-05-10","2016","05","10","","-7.1","","-11.8","","-9.5","","27.5","","0.0","","0.0","","1.8","","0.8","","14","","","","<31",""
"2016-05-11","2016","05","11","","-7.9","","-14.5","","-11.2","","29.2","","0.0","","0.0","","0.0","T","0.0","T","16","","28","","32",""
"2016-05-12","2016","05","12","","-9.0","","-16.4","","-12.7","","30.7","","0.0","","0.0","","0.0","","0.0","","16","","","","<31",""
"2016-05-13","2016","05","13","","-14.1","","-18.1","","-16.1","","34.1","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"2016-05-14","2016","05","14","","-9.6","","-18.6","","-14.1","","32.1","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"2016-05-15","2016","05","15","","-5.7","","-12.7","","-9.2","","27.2","","0.0","","0.0","","0.0","","0.0","","14","","","","<31",""
"2016-05-16","2016","05","16","","-5.2","","-10.2","","-7.7","","25.7","","0.0","","0.0","","0.0","","0.0","","13","","","","<31",""
"2016-05-17","2016","05","17","","-7.7","","-13.2","","-10.5","","28.5","","0.0","","0.0","","0.0","","0.0","","12","","","","<31",""
"2016-05-18","2016","05","18","","-2.0","","-12.2","","-7.1","","25.1","","0.0","","0.0","","0.6","","0.2","","13","","34","","59",""
"2016-05-19","2016","05","19","","-2.9","","-10.4","","-6.7","","24.7","","0.0","","0.0","","0.0","T","0.0","T","13","","1","","39",""
"2016-05-20","2016","05","20","","-4.3","","-8.1","","-6.2","","24.2","","0.0","","0.0","","0.6","","0.4","","14","","","","<31",""
"2016-05-21","2016","05","21","","-0.5","","-8.3","","-4.4","","22.4","","0.0","","0.0","","0.0","","0.0","","14","","35","","37",""
"2016-05-22","2016","05","22","","-3.9","","-8.8","","-6.4","","24.4","","0.0","","0.0","","0.0","","0.0","","13","","1","","32",""
"2016-05-23","2016","05","23","","-3.9","","-9.6","","-6.8","","24.8","","0.0","","0.0","","0.0","","0.0","","13","","1","","41",""
"2016-05-24","2016","05","24","","6.6","","-9.8","","-1.6","","19.6","","0.0","","0.0","","0.0","","0.0","","12","","","","<31",""
"2016-05-25","2016","05","25","","-3.9","","-8.3","","-6.1","","24.1","","0.0","","0.0","","0.0","T","0.0","T","12","","","","<31",""
"2016-05-26","2016","05","26","","-3.7","","-8.0","","-5.9","","23.9","","0.0","","0.0","","0.0","T","0.0","T","12","","","","<31",""
"2016-05-27","2016","05","27","","-1.2","","-5.3","","-3.3","","21.3","","0.0","","0.0","","0.0","T","0.0","T","12","","","","<31",""
"2016-05-28","2016","05","28","","-0.2","","-4.9","","-2.6","","20.6","","0.0","","0.0","","0.0","","0.0","","11","","36","","35",""
"2016-05-29","2016","05","29","","-3.1","","-5.8","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","11","","27","","39",""
"2016-05-30","2016","05","30","","-2.6","","-7.7","","-5.2","","23.2","","0.0","","0.0","","0.0","","0.0","","11","","27","","44",""
"2016-05-31","2016","05","31","","-0.9","","-8.8","","-4.9","","22.9","","0.0","","0.0","","0.0","","0.0","","11","","","","<31",""
"2016-06-01","2016","06","01","","-1.8","","-4.6","","-3.2","","21.2","","0.0","","0.0","","0.4","","0.2","","10","","17","","32",""
"2016-06-02","2016","06","02","","-2.1","","-5.9","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","10","","16","","46",""
"2016-06-03","2016","06","03","","-1.2","","-6.1","","-3.7","","21.7","","0.0","","0.0","","0.0","T","0.0","T","10","","16","","46",""
"2016-06-04","2016","06","04","","2.2","","-1.9","","0.2","","17.8","","0.0","","0.0","","0.0","","0.0","","10","","16","","76",""
"2016-06-05","2016","06","05","","1.2","","-1.9","","-0.4","","18.4","","0.0","","0.0","","0.0","","0.0","","9","","14","","70",""
"2016-06-06","2016","06","06","","0.9","","-2.8","","-1.0","","19.0","","0.0","","0.0","T","0.0","","0.0","T","7","","16","","72",""
"2016-06-07","2016","06","07","","2.4","","-0.7","","0.9","","17.1","","0.0","","0.0","T","0.0","","0.0","T","6","","14","","69",""
"2016-06-08","2016","06","08","","3.3","","1.1","","2.2","","15.8","","0.0","","0.0","T","0.0","","0.0","T","5","","16","","59",""
"2016-06-09","2016","06","09","","5.0","","1.0","","3.0","","15.0","","0.0","","0.4","","0.0","","0.4","","2","","14","","48",""
"2016-06-10","2016","06","10","","8.9","","3.2","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-06-11","2016","06","11","","12.0","","6.5","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-06-12","2016","06","12","","8.2","","0.9","","4.6","","13.4","","0.0","","0.6","","0.0","T","0.6","","0","","18","","46",""
"2016-06-13","2016","06","13","","4.4","","0.7","","2.6","","15.4","","0.0","","0.4","","0.2","","0.8","","0","","27","","37",""
"2016-06-14","2016","06","14","","7.8","","2.0","","4.9","","13.1","","0.0","","0.0","","0.0","","0.0","","","","17","","33",""
"2016-06-15","2016","06","15","","9.6","E","5.3","E","7.5","E","10.5","E","0.0","E","0.0","","0.0","","0.0","","","","16","","33",""
"2016-06-16","2016","06","16","","13.9","E","7.5","E","10.7","E","7.3","E","0.0","E","0.0","","0.0","","0.0","","","","","","<31",""
"2016-06-17","2016","06","17","","16.6","E","12.8","E","14.7","E","3.3","E","0.0","E","0.0","","0.0","","0.0","","","","","","<31",""
"2016-06-18","2016","06","18","","12.9","E","10.1","E","11.5","E","6.5","E","0.0","E","0.0","","0.0","","0.0","","","","18","","48",""
"2016-06-19","2016","06","19","","7.5","E","2.8","E","5.2","E","12.8","E","0.0","E","3.0","","0.0","","3.0","","","","35","","48",""
"2016-06-20","2016","06","20","","6.2","E","0.7","E","3.5","E","14.5","E","0.0","E","0.4","","0.0","","0.4","","","","17","","43",""
"2016-06-21","2016","06","21","","5.5","E","1.4","E","3.5","E","14.5","E","0.0","E","1.4","","0.0","","1.4","","","","","","<31",""
"2016-06-22","2016","06","22","","4.6","E","-0.2","E","2.2","E","15.8","E","0.0","E","0.0","","0.6","","0.2","","0","T","18","","48",""
"2016-06-23","2016","06","23","","3.5","E","-0.1","E","1.7","E","16.3","E","0.0","E","0.0","","0.0","T","0.0","T","0","T","34","","72",""
"2016-06-24","2016","06","24","","5.8","E","-0.2","E","2.8","E","15.2","E","0.0","E","0.0","","0.0","T","0.0","T","","","34","","50",""
"2016-06-25","2016","06","25","","10.2","E","1.3","E","5.8","E","12.2","E","0.0","E","0.0","","0.0","","0.0","","","","28","","33",""
"2016-06-26","2016","06","26","","6.8","E","2.7","E","4.8","E","13.2","E","0.0","E","2.6","","0.0","","2.6","","","","19","","63",""
"2016-06-27","2016","06","27","","7.7","E","1.8","E","4.8","E","13.2","E","0.0","E","0.8","","0.0","","0.8","","","","28","","32",""
"2016-06-28","2016","06","28","","6.3","E","3.0","E","4.7","E","13.3","E","0.0","E","0.8","","0.0","","0.8","","","","13","","48",""
"2016-06-29","2016","06","29","","7.5","E","2.6","E","5.1","E","12.9","E","0.0","E","0.2","","0.0","","0.2","","","","16","","69",""
"2016-06-30","2016","06","30","","2.1","E","0.8","E","1.5","E","16.5","E","0.0","E","0.0","","0.2","","0.2","","","","18","","76",""
"2016-07-01","2016","07","01","","6.3","E","1.1","E","3.7","E","14.3","E","0.0","E","0.0","","0.0","T","0.0","T","","","33","","44",""
"2016-07-02","2016","07","02","","7.8","E","1.7","E","4.8","E","13.2","E","0.0","E","0.4","","0.0","","0.4","","","","14","","43",""
"2016-07-03","2016","07","03","","10.0","E","2.6","E","6.3","E","11.7","E","0.0","E","0.2","","0.0","","0.2","","","","19","","56",""
"2016-07-04","2016","07","04","","9.2","E","5.2","E","7.2","E","10.8","E","0.0","E","0.0","T","0.0","","0.0","T","","","15","","63",""
"2016-07-05","2016","07","05","","10.1","E","5.2","E","7.7","E","10.3","E","0.0","E","0.0","","0.0","","0.0","","","","16","","43",""
"2016-07-06","2016","07","06","","14.1","E","6.2","E","10.2","E","7.8","E","0.0","E","0.0","","0.0","","0.0","","","","","","<31",""
"2016-07-07","2016","07","07","","16.8","E","7.0","E","11.9","E","6.1","E","0.0","E","0.0","","0.0","","0.0","","","","35","","33",""
"2016-07-08","2016","07","08","","17.6","E","11.1","E","14.4","E","3.6","E","0.0","E","0.0","","0.0","","0.0","","","","36","","35",""
"2016-07-09","2016","07","09","","17.2","E","14.3","E","15.8","E","2.2","E","0.0","E","0.0","","0.0","","0.0","","","","6","","35",""
"2016-07-10","2016","07","10","","16.0","E","11.8","E","13.9","E","4.1","E","0.0","E","0.0","","0.0","","0.0","","","","16","","39",""
"2016-07-11","2016","07","11","","17.7","E","12.6","E","15.2","E","2.8","E","0.0","E","0.0","","0.0","","0.0","","","","","","<31",""
"2016-07-12","2016","07","12","","18.5","E","10.6","E","14.6","E","3.4","E","0.0","E","0.0","","0.0","","0.0","","","","","","<31",""
"2016-07-13","2016","07","13","","16.5","E","11.7","E","14.1","E","3.9","E","0.0","E","0.0","","0.0","","0.0","","","","17","","41",""
"2016-07-14","2016","07","14","","16.7","E","12.0","E","14.4","E","3.6","E","0.0","E","0.0","","0.0","","0.0","","","","14","","37",""
"2016-07-15","2016","07","15","","16.1","E","12.7","E","14.4","E","3.6","E","0.0","E","0.0","","0.0","","0.0","","","","","","<31",""
"2016-07-16","2016","07","16","","17.6","E","8.4","E","13.0","E","5.0","E","0.0","E","0.0","","0.0","","0.0","","","","","","<31",""
"2016-07-17","2016","07","17","","17.3","E","10.0","E","13.7","E","4.3","E","0.0","E","0.0","","0.0","","0.0","","","","16","","39",""
"2016-07-18","2016","07","18","","18.2","E","11.6","E","14.9","E","3.1","E","0.0","E","0.0","","0.0","","0.0","","","","18","","44",""
"2016-07-19","2016","07","19","","16.9","E","12.9","E","14.9","E","3.1","E","0.0","E","0.0","T","0.0","","0.0","T","","","12","","63",""
"2016-07-20","2016","07","20","","13.0","E","8.3","E","10.7","E","7.3","E","0.0","E","0.0","T","0.0","","0.0","T","","","11","","63",""
"2016-07-21","2016","07","21","","12.5","E","6.3","E","9.4","E","8.6","E","0.0","E","0.0","","0.0","","0.0","","","","2","","33",""
"2016-07-22","2016","07","22","","13.5","E","6.8","E","10.2","E","7.8","E","0.0","E","0.0","","0.0","","0.0","","","","27","","37",""
"2016-07-23","2016","07","23","","15.5","E","8.5","E","12.0","E","6.0","E","0.0","E","0.0","","0.0","","0.0","","","","","","<31",""
"2016-07-24","2016","07","24","","16.0","E","11.9","E","14.0","E","4.0","E","0.0","E","0.0","","0.0","","0.0","","","","","","<31",""
"2016-07-25","2016","07","25","","15.2","E","10.2","E","12.7","E","5.3","E","0.0","E","0.6","","0.0","","0.6","","","","12","","35",""
"2016-07-26","2016","07","26","","12.8","E","7.8","E","10.3","E","7.7","E","0.0","E","0.8","","0.0","","0.8","","","","17","","44",""
