Date/Time,Year,Month,Mean Max Temp (°C),Mean Max Temp Flag,Mean Min Temp (°C),Mean Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Extr Max Temp (°C),Extr Max Temp Flag,Extr Min Temp (°C),Extr Min Temp Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow Grnd Last Day (cm),Snow Grnd Last Day Flag,,,,
2001-10,2001,10,-4.1,,-6.8,,-5.5,,1.2,,-13.3,,,,,,,,,,,,,
2001-11,2001,11,-12.2,,-16.5,,-14.4,,-3.6,,-27.8,,,,,,,,,,,,,
2001-12,2001,12,-16.8,,-21.3,,-19.1,,-4,,-28.3,,,,,,,,,,,,,
2002-01,2002,1,-21.6,,-25.7,,-23.7,,-9.9,,-33.3,,,,,,,,,,,,,
2002-02,2002,2,-26.9,,-30.7,,-28.8,,-15.7,S,-38.1,,,,,,,,,,,,,
2002-03,2002,3,-23.7,,-27.3,,-25.5,,-11.3,,-33.6,,,,,,,,,,,,,
2002-04,2002,4,-16.8,,-21.5,,-19.2,,-6.4,,-29.7,S,,,,,,,,,,,,
2002-05,2002,5,-6.7,,-10.2,,-8.5,,-2.1,,-13.9,,,,,,,,,,,,,
2002-06,2002,6,3.3,,-1.4,,0.9,,9.9,,-6.1,S,,,,,,,0,,,,,
2002-07,2002,7,7.8,,1.6,,4.7,,17,,-3.9,,,,,,,,0,,,,,
2002-08,2002,8,8.5,,2.3,,5.5,,15.3,,-2.5,,,,,,,,0,,,,,
2002-09,2002,9,0.9,,-1.7,,-0.4,,7.5,,-4.7,,,,,,,,0,,,,,
2002-10,2002,10,-2.8,,-6,E,-4.4,E,10.7,,-9.9,,,,,,,,,,,,,
2002-11,2002,11,-10.6,,-14.3,,-12.5,,-4.9,,-26.2,,,,,,,,,,,,,
2002-12,2002,12,-14.8,,-19.1,,-17,,-8.6,,-25.2,S,,,,,,,,,,,,
2003-01,2003,1,-17.2,,-22.7,,-20,,-7.8,,-31.4,,,,,,,,,,,,,
2003-02,2003,2,-22.4,I,-25.1,I,-24,I,-20.2,I,-27.2,I,,,,,,,,,,,,
2003-03,2003,3,,,,,,,,,,,,,,,,,,,,,,
2003-04,2003,4,,,,,,,,,,,,,,,,,,,,,,
2003-05,2003,5,,,,,,,,,,,,,,,,,,,,,,
2003-06,2003,6,3.5,I,-0.9,I,1.3,I,9.1,I,-2.6,I,,,,,,,0,,,,,
2003-07,2003,7,9.1,,3.1,,6.1,,19.6,,-3.5,,,,,,,,0,,,,,
2003-08,2003,8,11.2,I,4.5,I,7.8,I,21,I,0,I,,,,,,,,,,,,
2003-09,2003,9,-1.9,I,-3.3,I,-2.6,I,-0.8,I,-4.1,I,,,,,,,,,,,,
2003-10,2003,10,-3.3,,-5.9,,-4.6,,0.5,,-15.4,,,,,,,,,,,,,
2003-11,2003,11,-10.8,,-14,,-12.4,,-4.3,,-20.5,S,,,,,,,,,,,,
2003-12,2003,12,-14.6,,-21.1,,-17.9,,-2.9,,-27.5,,,,,,,,,,,,,
2004-01,2004,1,-23.9,,-27.8,,-25.9,,-19,,-35,,,,,,,,,,,,,
2004-02,2004,2,-22.1,,-26.9,,-24.5,,-10.5,,-31.3,,,,,,,,,,,,,
2004-03,2004,3,-26.3,,-31.4,,-28.9,,-17.5,,-40.4,,,,,,,,,,,,,
2004-04,2004,4,-15.2,,-20.2,,-17.7,,-8.4,,-26.6,,,,,,,,,,,,,
2004-05,2004,5,-4.6,,-8.2,,-6.4,,2.9,,-14.8,,,,,,,,,,,,,
2004-06,2004,6,2.5,,-2.2,,0.2,,9.1,,-5.5,,,,,,,,0,,,,,
2004-07,2004,7,8.6,I,1.9,I,5.2,I,16.4,I,-3.9,I,0,,0,,0,,0,,,,,
2004-08,2004,8,6.1,,1.5,,3.8,,15.9,,-1.7,S,,,0,,,,0,,,,,
2004-09,2004,9,0.9,,-2.3,,-0.7,,8.1,,-9.7,,,,,,,,,,,,,
2004-10,2004,10,-2.6,,-6.6,,-4.6,,5.3,,-13.1,,,,,,,,,,,,,
2004-11,2004,11,-10.9,,-15.8,,-13.3,,0.1,,-22.5,,,,,,,,,,,,,
2004-12,2004,12,-22.7,,-26.5,,-24.6,,-13.3,,-33.8,,,,,,,,,,,,,
2005-01,2005,1,-24.7,,-28.4,,-26.6,,-18.5,,-32.3,,,,,,,,,,,,,
2005-02,2005,2,-22.4,,-26.2,,-24.3,,-12.1,,-32.8,,,,,,,,,,,,,
2005-03,2005,3,-16.2,,-22.1,,-19.2,,-3.5,,-28.9,S,,,,,,,,,,,,
2005-04,2005,4,-12.7,,-17.9,,-15.3,,-2,,-23.1,,,,,,,,,,,,,
2005-05,2005,5,-3.1,,-7.7,,-5.4,,10.2,,-16.8,,,,,,,,,,,,,
2005-06,2005,6,2.2,,-1.5,,0.3,,10,,-6.1,,,,,,,,0,,,,,
2005-07,2005,7,8.5,,2,,5.3,,17.2,,-5.5,,,,0,,,,0,,,,,
2005-08,2005,8,5.3,,1.2,,3.3,,10.3,,-1.5,,,,0,,,,0,,,,,
2005-09,2005,9,0.3,,-2.7,,-1.2,,10.4,,-6.4,,,,,,,,,M,,,,
2005-10,2005,10,-3,,-6.4,,-4.7,,2.6,S,-11.2,,,,,,,,,,,,,
2005-11,2005,11,-9,,-13.2,,-11.1,,-0.8,,-20.1,,,,,,,,,,,,,
2005-12,2005,12,-17.6,,-21.3,,-19.5,,-9.6,,-27.8,,,,,,,,,,,,,
2006-01,2006,1,-24.4,,-28.2,,-26.3,,-19.6,S,-32.4,,0,,0,,0,,,,,,,
2006-02,2006,2,-21.8,,-26.7,,-24.3,,-6.3,,-31.3,,,,,,,,,,,,,
2006-03,2006,3,-16.7,,-22.6,,-19.7,,-3.9,,-30.2,,0,,0,,0,,,,,,,
2006-04,2006,4,-15,,-20.1,,-17.6,,-5.5,,-24.4,,,,,,,,,,,,,
2006-05,2006,5,-5.3,I,-8.6,I,-7,I,-0.4,I,-16.6,I,,,,,,,,,,,,
2006-06,2006,6,2.3,I,-0.7,I,0.8,I,6.8,I,-3.2,I,0,,0,,0,,,,,,,
2006-07,2006,7,9.5,E,3.3,,6.4,E,17.7,E,-1.6,,0,,0,,0,,0,,,,,
2006-08,2006,8,6.8,I,2.8,E,4.9,I,15,I,-0.9,E,0,,0,,0,,0,,,,,
2006-09,2006,9,1.5,I,-1,I,0.3,I,8.9,I,-3.3,I,0,,0,,0,,,M,,,,
2006-10,2006,10,-1.9,,-4.1,,-3,,2.5,S,-6.7,,0,,0,,0,,,,,,,
2006-11,2006,11,-10.8,,-14.1,,-12.5,,-4.6,,-22.6,,0,,0,,0,,,,,,,
2006-12,2006,12,-18,I,-22.9,E,-20.5,I,-10.2,I,-31.7,E,0,,0,,0,,,,,,,
2007-01,2007,1,-21.5,,-24.8,,-23.1,,-13,,-31.6,,0,,0,,0,,,,,,,
2007-02,2007,2,-18.2,,-22.7,,-20.5,,-8.1,,-28.9,,0,,0,,0,,,,,,,
2007-03,2007,3,-21.2,,-26.3,,-23.8,,-6.2,,-35.3,S,0,,0,,0,,,,,,,
2007-04,2007,4,-12.1,,-17.3,,-14.8,,-2.3,,-27.3,,0,,0,,0,,,,,,,
2007-05,2007,5,-8.7,,-12,,-10.4,,-4.1,,-16.7,,0,,0,,0,,,,,,,
2007-06,2007,6,1,E,-2.5,E,-0.7,E,8.7,E,-7.7,E,0,,0,,0,,,,,,,
2007-07,2007,7,4.7,,0.3,,2.5,,13.5,,-3.7,,0,,0,,0,,,,,,,
2007-08,2007,8,7.1,E,2.8,,5,E,14.4,E,0.1,,0,,0,,0,,0,,,,,
2007-09,2007,9,-0.1,E,-2.8,,-1.4,E,6.8,E,-6.3,,0,,0,,0,,,M,,,,
